Prot1,Prot2,Binding_Score,PDBs
P16284,P35590,246.071832,P16284_P35590.pdb
P20701,P18627,243.110568,P20701_P18627.pdb
P15813,P10747,398.342697,P15813_P10747.pdb
Q9UNN8,P17693,580.348117,Q9UNN8_P17693.pdb
Q9Y5G1,O60245,-3.841385,Q9Y5G1_O60245.pdb
P43146,P05107,378.571597,P43146_P05107.pdb
Q14118,P20036,11.53198,Q14118_P20036.pdb
P31785,P19320,43.947601,P31785_P19320.pdb
Q9ULB5,Q9Y5E5,-0.364497,Q9ULB5_Q9Y5E5.pdb
Q92823,Q9HCK4,57.580689,Q92823_Q9HCK4.pdb
Q9NRJ7,O60330,-5.81794,Q9NRJ7_O60330.pdb
Q08708,O75144,165.899878,Q08708_O75144.pdb
P18627,O60602,277.14668,P18627_O60602.pdb
P26842,Q9NZQ7,-1.178006,P26842_Q9NZQ7.pdb
P26006,P20701,27.396798,P26006_P20701.pdb
Q86UP0,Q8TAB3,-1.637343,Q86UP0_Q8TAB3.pdb
P06729,Q9NZQ7,21.299666,P06729_Q9NZQ7.pdb
Q9Y5E2,Q9Y5F0,-5.527682,Q9Y5E2_Q9Y5F0.pdb
P43146,Q01638,139.961635,P43146_Q01638.pdb
O14917,O95206,-4.982654,O14917_O95206.pdb
P01732,P37173,8.477759,P01732_P37173.pdb
Q08554,Q9Y5G8,2.036735,Q08554_Q9Y5G8.pdb
P46531,Q9Y6N7,100.1707,P46531_Q9Y6N7.pdb
P26006,P13612,44.407137,P26006_P13612.pdb
Q9BRK3,Q96IQ7,345.969055,Q9BRK3_Q96IQ7.pdb
P01903,P14778,29.684246,P01903_P14778.pdb
Q9H159,P22223,0.797301,Q9H159_P22223.pdb
P03372,Q8N6P7,-5.590394,P03372_Q8N6P7.pdb
P35590,P17948,51.503696,P35590_P17948.pdb
Q9P2E7,Q9Y5F3,-5.44614,Q9P2E7_Q9Y5F3.pdb
Q9BYE9,Q9HCL0,-4.967022,Q9BYE9_Q9HCL0.pdb
P13612,P38570,34.172606,P13612_P38570.pdb
P55285,Q14517,3.736042,P55285_Q14517.pdb
Q9NZC2,P19320,290.527346,Q9NZC2_P19320.pdb
P01911,P04440,32.960152,P01911_P04440.pdb
P46531,Q14162,115.77556,P46531_Q14162.pdb
Q6V0I7,Q08174,-4.531352,Q6V0I7_Q08174.pdb
Q9Y5H7,Q9Y5E5,-5.21032,Q9Y5H7_Q9Y5E5.pdb
P18433,Q9HD43,59.518771,P18433_Q9HD43.pdb
P26010,P19320,135.183112,P26010_P19320.pdb
P12830,Q5SZK8,26.527919,P12830_Q5SZK8.pdb
P30203,P10966,-4.7,P30203_P10966.pdb
Q96J84,Q96J84,19.089783,Q96J84_Q96J84.pdb
P16070,P08514,268.433227,P16070_P08514.pdb
P22607,Q9UKJ0,285.689697,P22607_Q9UKJ0.pdb
P01732,Q14954,97.537973,P01732_Q14954.pdb
O14917,Q9Y5G7,-4.982971,O14917_Q9Y5G7.pdb
P01732,A6NJW9,-4.890042,P01732_A6NJW9.pdb
Q9BQT9,Q9Y5H5,0.303996,Q9BQT9_Q9Y5H5.pdb
P07333,P36888,134.226796,P07333_P36888.pdb
P08581,Q16288,25.556736,P08581_Q16288.pdb
P29317,Q9NP84,120.801907,P29317_Q9NP84.pdb
P00533,Q6EMK4,27.175099,P00533_Q6EMK4.pdb
P15812,P12319,56.020003,P15812_P12319.pdb
P00533,Q14626,3.382914,P00533_Q14626.pdb
O75578,P20702,6.420913,O75578_P20702.pdb
P29322,P36888,0.40498,P29322_P36888.pdb
Q9HBB8,Q9Y5H4,9.376094,Q9HBB8_Q9Y5H4.pdb
P10721,P09619,69.55807,P10721_P09619.pdb
Q9UQV4,P19320,52.806675,Q9UQV4_P19320.pdb
P10321,P10321,146.745689,P10321_P10321.pdb
P07333,Q12866,251.478199,P07333_Q12866.pdb
Q86YL7,P36897,35.143496,Q86YL7_P36897.pdb
O95727,Q96NY8,110.568198,O95727_Q96NY8.pdb
Q9HCK4,P20333,-2.777698,Q9HCK4_P20333.pdb
Q9HBB8,Q9Y5G7,5.730555,Q9HBB8_Q9Y5G7.pdb
P16070,O75578,401.886905,P16070_O75578.pdb
Q96QU1,Q9Y5G7,-4.297933,Q96QU1_Q9Y5G7.pdb
P16066,Q02846,5.623452,P16066_Q02846.pdb
P55285,Q9Y5E9,-1.407609,P55285_Q9Y5E9.pdb
P40189,P56199,83.245777,P40189_P56199.pdb
P20701,Q9NZC2,-2.534263,P20701_Q9NZC2.pdb
A6H8M9,P32926,4.577694,A6H8M9_P32926.pdb
P01732,P14778,7.725414,P01732_P14778.pdb
Q5VWK5,P13612,13.079143,Q5VWK5_P13612.pdb
Q9HBB8,Q9Y5E7,7.057192,Q9HBB8_Q9Y5E7.pdb
P56199,P16581,219.48089,P56199_P16581.pdb
Q13444,P50281,18.516823,Q13444_P50281.pdb
P15813,Q9BQ51,372.369603,P15813_Q9BQ51.pdb
Q8NI17,P08648,12.491345,Q8NI17_P08648.pdb
Q9Y5F3,Q9Y5G5,-5.705673,Q9Y5F3_Q9Y5G5.pdb
Q9BYE9,Q9HBB8,1.037437,Q9BYE9_Q9HBB8.pdb
P20916,O60462,260.024511,P20916_O60462.pdb
P55285,O60330,-3.731106,P55285_O60330.pdb
P19022,Q9Y5H1,-1.536348,P19022_Q9Y5H1.pdb
P01730,P78357,119.698073,P01730_P78357.pdb
P10966,Q8TD46,172.540459,P10966_Q8TD46.pdb
P14616,Q8NHL6,22.464508,P14616_Q8NHL6.pdb
Q9Y5G4,O95206,-5.239059,Q9Y5G4_O95206.pdb
P16410,P43631,-0.704998,P16410_P43631.pdb
P55283,Q9NYQ8,-4.364802,P55283_Q9NYQ8.pdb
P15309,P15309,2.419961,P15309_P15309.pdb
O00238,P36897,-3.808351,O00238_P36897.pdb
Q14517,P05107,552.84981,Q14517_P05107.pdb
P54756,P54756,1.698834,P54756_P54756.pdb
P17301,Q9UKJ1,11.45617,P17301_Q9UKJ1.pdb
P40189,P23229,1.003822,P40189_P23229.pdb
P06756,Q12866,220.327424,P06756_Q12866.pdb
P29323,P26006,-2.799015,P29323_P26006.pdb
P11912,P10721,50.909314,P11912_P10721.pdb
P29376,Q01974,72.229976,P29376_Q01974.pdb
Q9Y6N7,Q9P2J2,67.914669,Q9Y6N7_Q9P2J2.pdb
P09603,Q8NET5,68.417756,P09603_Q8NET5.pdb
P01732,P17301,1.448595,P01732_P17301.pdb
Q9H6X2,Q9UKX5,404.704112,Q9H6X2_Q9UKX5.pdb
Q96PJ5,Q8N387,75.340687,Q96PJ5_Q8N387.pdb
P30511,Q14954,269.432067,P30511_Q14954.pdb
P21860,Q9P1W8,53.346308,P21860_Q9P1W8.pdb
P07766,P40259,5.859319,P07766_P40259.pdb
P42081,P43626,224.310031,P42081_P43626.pdb
P42081,P15151,219.049715,P42081_P15151.pdb
O14944,Q15262,13.196124,O14944_Q15262.pdb
Q6V0I7,Q9UN73,-4.182092,Q6V0I7_Q9UN73.pdb
O75144,P40189,108.410026,O75144_P40189.pdb
P01730,O76036,110.857366,P01730_O76036.pdb
Q9Y5F8,Q9Y5F6,-5.038393,Q9Y5F8_Q9Y5F6.pdb
P15813,P43626,238.392849,P15813_P43626.pdb
P16066,P20594,9.085016,P16066_P20594.pdb
Q16288,P23470,8.976855,Q16288_P23470.pdb
P54753,P21860,9.559751,P54753_P21860.pdb
P19022,Q9BQT9,38.3747,P19022_Q9BQT9.pdb
P55289,Q9Y5H2,0.87064,P55289_Q9Y5H2.pdb
P21709,P29322,10.125754,P21709_P29322.pdb
P09564,P01589,-0.435769,P09564_P01589.pdb
P10586,P13726,290.892841,P10586_P13726.pdb
Q8J025,Q9NS68,61.780277,Q8J025_Q9NS68.pdb
P04439,P13612,-4.442779,P04439_P13612.pdb
Q9BZA8,Q9Y5G9,-4.289658,Q9BZA8_Q9Y5G9.pdb
Q9NPG4,Q9H158,-4.770595,Q9NPG4_Q9H158.pdb
Q9Y5H2,Q9Y5F7,-5.051848,Q9Y5H2_Q9Y5F7.pdb
P01911,P01730,-6.085633,P01911_P01730.pdb
P09564,Q15375,60.676336,P09564_Q15375.pdb
O60330,Q08174,-4.1599,O60330_Q08174.pdb
P10321,Q9BQ51,143.225206,P10321_Q9BQ51.pdb
Q6V0I7,Q9Y5E8,-4.886002,Q6V0I7_Q9Y5E8.pdb
P10721,Q13477,42.001575,P10721_Q13477.pdb
Q96PD2,O14786,-3.232314,Q96PD2_O14786.pdb
P29017,P06340,265.518062,P29017_P06340.pdb
P09619,P23470,35.919505,P09619_P23470.pdb
Q14574,Q9Y5I3,-0.0906,Q14574_Q9Y5I3.pdb
P01730,P35590,91.387547,P01730_P35590.pdb
P42081,P17181,6.338481,P42081_P17181.pdb
P21709,O14522,209.520757,P21709_O14522.pdb
P01732,Q02297,118.411637,P01732_Q02297.pdb
P35070,P01133,188.575744,P35070_P01133.pdb
P06340,Q9UNN8,172.422702,P06340_Q9UNN8.pdb
P08581,Q02763,-0.729879,P08581_Q02763.pdb
P19022,Q9NYQ8,-4.364802,P19022_Q9NYQ8.pdb
Q9NYQ8,O60500,43.9411,Q9NYQ8_O60500.pdb
P23467,P23468,420.511037,P23467_P23468.pdb
P01911,P01871,33.1558,P01911_P01871.pdb
A6NJW9,Q6Q8B3,170.523887,A6NJW9_Q6Q8B3.pdb
Q8TDW7,Q9Y5E7,-4.725558,Q8TDW7_Q9Y5E7.pdb
P09564,P21860,15.33528,P09564_P21860.pdb
P23470,Q16827,310.246842,P23470_Q16827.pdb
P55286,Q9Y5H8,-3.351982,P55286_Q9Y5H8.pdb
Q9H251,Q9P2E7,-4.932595,Q9H251_Q9P2E7.pdb
P01732,Q8TDQ0,140.409064,P01732_Q8TDQ0.pdb
P22897,Q92673,118.920795,P22897_Q92673.pdb
Q9ULB4,Q9Y5I2,-1.081874,Q9ULB4_Q9Y5I2.pdb
Q96FE5,O15455,83.30775,Q96FE5_O15455.pdb
Q9Y5G7,Q9Y5H2,-5.106763,Q9Y5G7_Q9Y5H2.pdb
P15813,Q08708,326.517847,P15813_Q08708.pdb
O95976,Q8N423,15.134019,O95976_Q8N423.pdb
P01730,P16109,51.635831,P01730_P16109.pdb
O43506,Q9P0K1,-8.891526,O43506_Q9P0K1.pdb
P07766,Q15399,8.039473,P07766_Q15399.pdb
P11362,Q96FE5,26.052902,P11362_Q96FE5.pdb
Q15768,Q9HCK4,48.393643,Q15768_Q9HCK4.pdb
Q9NR61,Q8NFT8,-3.487768,Q9NR61_Q8NFT8.pdb
P29322,P09619,22.651439,P29322_P09619.pdb
P13612,Q15262,-4.21031,P13612_Q15262.pdb
Q08334,P48551,58.815743,Q08334_P48551.pdb
P43146,Q8NI17,51.180268,P43146_Q8NI17.pdb
Q9BQT9,Q96QU1,-5.085496,Q9BQT9_Q96QU1.pdb
Q29980,Q8NET5,274.77987,Q29980_Q8NET5.pdb
P06340,P43629,137.461391,P06340_P43629.pdb
P13747,Q8TD07,703.935389,P13747_Q8TD07.pdb
Q9Y561,Q07954,18.425749,Q9Y561_Q07954.pdb
P04439,Q6UXL0,-2.530542,P04439_Q6UXL0.pdb
Q86UP0,Q9UN72,-2.731606,Q86UP0_Q9UN72.pdb
Q9ULB4,Q9P2E7,5.003893,Q9ULB4_Q9P2E7.pdb
P56199,P20701,14.790397,P56199_P20701.pdb
Q9BYE9,Q9Y5F7,-5.063458,Q9BYE9_Q9Y5F7.pdb
Q6UWB1,Q5T2D2,-4.354157,Q6UWB1_Q5T2D2.pdb
Q9UJ99,P32926,3.637108,Q9UJ99_P32926.pdb
P05538,Q9UNN8,247.918165,P05538_Q9UNN8.pdb
Q86WK7,P32004,299.950337,Q86WK7_P32004.pdb
P40259,Q15303,1.500521,P40259_Q15303.pdb
Q9NR61,P16581,152.350901,Q9NR61_P16581.pdb
P55283,Q9Y5F0,-4.559058,P55283_Q9Y5F0.pdb
Q8TDW7,Q9Y5G3,-4.769296,Q8TDW7_Q9Y5G3.pdb
Q8IXH8,Q9Y5H5,-4.636034,Q8IXH8_Q9Y5H5.pdb
P21860,P20916,94.482224,P21860_P20916.pdb
Q30154,Q14943,3.737847,Q30154_Q14943.pdb
P04439,P16410,246.651027,P04439_P16410.pdb
Q92823,Q15223,120.364312,Q92823_Q15223.pdb
Q86SJ2,Q9H5Y7,40.999558,Q86SJ2_Q9H5Y7.pdb
P22607,P19320,68.617227,P22607_P19320.pdb
P29017,Q14943,5.507857,P29017_Q14943.pdb
P52799,P54760,-0.259934,P52799_P54760.pdb
P32004,Q86UE6,5.002768,P32004_Q86UE6.pdb
P01906,Q8TD07,293.689095,P01906_Q8TD07.pdb
P22223,Q9Y5H0,0.934364,P22223_Q9Y5H0.pdb
P10966,P05556,1.910923,P10966_P05556.pdb
P54762,Q96FE5,-1.182685,P54762_Q96FE5.pdb
P05067,P08138,-4.7,P05067_P08138.pdb
P55082,P19320,30.865023,P55082_P19320.pdb
Q9HBT6,Q9Y5I0,-1.824364,Q9HBT6_Q9Y5I0.pdb
P55291,Q9H158,-3.671045,P55291_Q9H158.pdb
Q8IXH8,Q9HCL0,1.90951,Q8IXH8_Q9HCL0.pdb
Q92637,Q8NHJ6,24.43106,Q92637_Q8NHJ6.pdb
O14522,P23471,-0.928601,O14522_P23471.pdb
O14944,Q15109,-4.7,O14944_Q15109.pdb
Q13634,Q9Y5E7,-2.945656,Q13634_Q9Y5E7.pdb
P13747,Q14943,-8.329558,P13747_Q14943.pdb
Q9UN73,O95206,-4.720236,Q9UN73_O95206.pdb
P06127,O14931,-4.7,P06127_O14931.pdb
Q9Y6W8,Q8TD07,43.576419,Q9Y6W8_Q8TD07.pdb
Q8TDW7,Q9UMF0,97.344997,Q8TDW7_Q9UMF0.pdb
P55285,A6H8M9,-5.233986,P55285_A6H8M9.pdb
Q9Y5F1,O60245,-4.354371,Q9Y5F1_O60245.pdb
Q14517,Q9Y5F6,-3.113359,Q14517_Q9Y5F6.pdb
Q04771,O15146,-4.262404,Q04771_O15146.pdb
P55285,Q9Y5F8,-3.828357,P55285_Q9Y5F8.pdb
Q14118,Q92692,1.963563,Q14118_Q92692.pdb
Q9HCK4,Q96PX8,4.710552,Q9HCK4_Q96PX8.pdb
P21802,Q96JA1,46.9123,P21802_Q96JA1.pdb
Q9H6D8,P13726,0.154081,Q9H6D8_P13726.pdb
P23468,Q9H5Y7,0.309274,P23468_Q9H5Y7.pdb
Q9ULB1,O95754,10.160252,Q9ULB1_O95754.pdb
P15391,P01732,19.586935,P15391_P01732.pdb
Q9Y5H0,Q9UN71,-4.317312,Q9Y5H0_Q9UN71.pdb
P03372,P03372,6.835656,P03372_P03372.pdb
P13688,P26012,84.649762,P13688_P26012.pdb
Q15303,P46531,301.917158,Q15303_P46531.pdb
Q9UN74,Q9Y5E2,-5.19302,Q9UN74_Q9Y5E2.pdb
P10912,P17181,83.007481,P10912_P17181.pdb
Q9H251,Q9Y5G3,-4.716347,Q9H251_Q9Y5G3.pdb
O15146,Q02297,57.773219,O15146_Q02297.pdb
Q96AP7,Q9H7M9,16.334365,Q96AP7_Q9H7M9.pdb
Q9Y5H8,Q9Y5E7,-5.630712,Q9Y5H8_Q9Y5E7.pdb
O75309,Q9Y5H3,-4.969408,O75309_Q9Y5H3.pdb
P10747,P01133,-0.553549,P10747_P01133.pdb
Q9Y5I4,Q9Y5G4,-4.555204,Q9Y5I4_Q9Y5G4.pdb
Q96LA6,Q8N423,44.702229,Q96LA6_Q8N423.pdb
Q9Y5E6,O60330,-5.594003,Q9Y5E6_O60330.pdb
Q9BQ51,P37173,17.331573,Q9BQ51_P37173.pdb
Q8N423,O43914,23.936445,Q8N423_O43914.pdb
Q96JQ0,Q9Y5G2,-5.114623,Q96JQ0_Q9Y5G2.pdb
Q8NHL6,Q9Y336,48.464348,Q8NHL6_Q9Y336.pdb
Q15303,Q15116,124.23687,Q15303_Q15116.pdb
Q9Y5E9,Q9Y5H4,-5.41436,Q9Y5E9_Q9Y5H4.pdb
Q29983,Q92692,64.212279,Q29983_Q92692.pdb
P04439,Q8TD46,67.367206,P04439_Q8TD46.pdb
Q9H251,Q9Y5E2,-4.990469,Q9H251_Q9Y5E2.pdb
Q9H7M9,Q9UKJ0,12.282902,Q9H7M9_Q9UKJ0.pdb
P09564,P26010,-2.729623,P09564_P26010.pdb
Q9BYE9,Q9Y5I1,-4.686114,Q9BYE9_Q9Y5I1.pdb
Q9HBT6,Q9ULB5,5.85097,Q9HBT6_Q9ULB5.pdb
Q01151,Q9NZC2,5.424902,Q01151_Q9NZC2.pdb
O75578,P38570,12.545023,O75578_P38570.pdb
Q5ZPR3,O14944,-4.7,Q5ZPR3_O14944.pdb
P40259,P16410,-2.446928,P40259_P16410.pdb
P18627,Q29983,256.396073,P18627_Q29983.pdb
Q7Z6A9,P19320,14.698771,Q7Z6A9_P19320.pdb
P11215,Q9BQ51,6.391605,P11215_Q9BQ51.pdb
Q9UN74,Q9Y5F7,-5.260714,Q9UN74_Q9Y5F7.pdb
P03372,Q5VWK5,9.194029,P03372_Q5VWK5.pdb
Q6UWB1,Q14943,54.843473,Q6UWB1_Q14943.pdb
P54753,P04626,72.973181,P54753_P04626.pdb
P13612,P10721,156.870476,P13612_P10721.pdb
Q9Y5G7,Q9Y5G1,-4.891045,Q9Y5G7_Q9Y5G1.pdb
P43146,Q9Y639,70.520176,P43146_Q9Y639.pdb
O94856,O95754,208.707001,O94856_O95754.pdb
P07333,Q16832,7.707982,P07333_Q16832.pdb
Q9UIW2,Q9H2E6,-1.961607,Q9UIW2_Q9H2E6.pdb
P12830,Q8TDW7,2.827827,P12830_Q8TDW7.pdb
Q9Y5F3,Q9Y5G2,-5.821502,Q9Y5F3_Q9Y5G2.pdb
Q86WK6,P54764,176.685023,Q86WK6_P54764.pdb
Q9ULB4,Q9Y5G5,-1.936104,Q9ULB4_Q9Y5G5.pdb
P17342,P35070,49.800117,P17342_P35070.pdb
Q86WK6,Q8IW52,74.294284,Q86WK6_Q8IW52.pdb
Q9UJ99,Q9Y5G8,-4.130158,Q9UJ99_Q9Y5G8.pdb
P29320,Q02763,111.661106,P29320_Q02763.pdb
P55291,Q96JQ0,-4.724508,P55291_Q96JQ0.pdb
P08069,P10586,96.633754,P08069_P10586.pdb
Q9Y5G4,Q9UN70,-5.15077,Q9Y5G4_Q9UN70.pdb
P12314,Q30201,39.104298,P12314_Q30201.pdb
Q9UHF4,P05106,55.155015,Q9UHF4_P05106.pdb
O60469,Q9H2E6,33.257624,O60469_Q9H2E6.pdb
P13591,Q9HCK4,65.125719,P13591_Q9HCK4.pdb
P23229,O00592,261.410212,P23229_O00592.pdb
P04626,P16150,38.581258,P04626_P16150.pdb
P16070,P05107,495.711626,P16070_P05107.pdb
P01911,Q30201,237.028249,P01911_Q30201.pdb
Q6V0I7,Q9UN75,-4.809492,Q6V0I7_Q9UN75.pdb
P56199,P26006,31.788624,P56199_P26006.pdb
P43146,Q01974,14.58207,P43146_Q01974.pdb
Q8IXH8,Q6ZTQ4,1.436688,Q8IXH8_Q6ZTQ4.pdb
P26010,P78324,8.676871,P26010_P78324.pdb
Q16288,Q96PX8,35.753039,Q16288_Q96PX8.pdb
P00533,P54753,82.040383,P00533_P54753.pdb
Q12864,Q9Y5G1,-4.199861,Q12864_Q9Y5G1.pdb
Q9P2E7,Q9Y5H2,-4.825765,Q9P2E7_Q9Y5H2.pdb
P16234,Q01974,18.32133,P16234_Q01974.pdb
P29017,Q96LA6,23.336983,P29017_Q96LA6.pdb
O75309,Q9HBT6,5.680174,O75309_Q9HBT6.pdb
Q9BWV1,P43121,262.346187,Q9BWV1_P43121.pdb
P00533,Q16620,274.162521,P00533_Q16620.pdb
P00533,P20916,103.500973,P00533_P20916.pdb
P55287,Q9Y5E6,-2.275467,P55287_Q9Y5E6.pdb
P12314,Q14943,33.158905,P12314_Q14943.pdb
P55283,Q9H158,-1.112736,P55283_Q9H158.pdb
P13688,P54760,29.405879,P13688_P54760.pdb
P06340,Q92637,140.088645,P06340_Q92637.pdb
P08069,Q01638,38.828245,P08069_Q01638.pdb
Q96JQ0,Q8TAB3,-4.817248,Q96JQ0_Q8TAB3.pdb
P37023,Q01974,2.159761,P37023_Q01974.pdb
Q9BZA8,Q9Y5F3,-4.404111,Q9BZA8_Q9Y5F3.pdb
P29320,Q16288,297.215519,P29320_Q16288.pdb
P04439,P04440,154.123896,P04439_P04440.pdb
Q86YW5,P19320,246.711102,Q86YW5_P19320.pdb
O95727,Q02297,80.0245,O95727_Q02297.pdb
Q01151,P17181,8.365705,Q01151_P17181.pdb
Q9H4D0,Q9Y5E9,-2.154584,Q9H4D0_Q9Y5E9.pdb
P08069,O15146,-3.277218,P08069_O15146.pdb
Q9H4D0,Q9Y5I3,11.875906,Q9H4D0_Q9Y5I3.pdb
Q9BQT9,Q9Y5G9,-2.609914,Q9BQT9_Q9Y5G9.pdb
Q99062,Q8N423,42.755541,Q99062_Q8N423.pdb
Q6UXZ3,Q8TD46,156.334638,Q6UXZ3_Q8TD46.pdb
Q9HB29,P43630,56.580731,Q9HB29_P43630.pdb
P29323,Q12913,411.452951,P29323_Q12913.pdb
Q96JQ0,Q9Y5F1,-5.110343,Q96JQ0_Q9Y5F1.pdb
P01732,Q30201,327.236813,P01732_Q30201.pdb
Q9BZA7,Q9Y5I1,-4.635683,Q9BZA7_Q9Y5I1.pdb
P01889,P43626,254.995841,P01889_P43626.pdb
Q99075,P17948,61.034247,Q99075_P17948.pdb
P07766,P25942,9.49788,P07766_P25942.pdb
Q9Y5I2,Q9Y5F7,-5.175427,Q9Y5I2_Q9Y5F7.pdb
P29317,P35590,103.994337,P29317_P35590.pdb
Q6V0I7,Q9Y5G7,-4.868895,Q6V0I7_Q9Y5G7.pdb
Q99075,Q07954,165.407312,Q99075_Q07954.pdb
Q96JQ0,Q9Y5F8,-4.79094,Q96JQ0_Q9Y5F8.pdb
Q86SJ6,Q9Y5E2,6.950188,Q86SJ6_Q9Y5E2.pdb
P46531,Q9NY15,168.826575,P46531_Q9NY15.pdb
P43627,Q14952,19.068306,P43627_Q14952.pdb
P01732,P20036,82.954256,P01732_P20036.pdb
Q9ULB5,Q9Y5E8,-0.083626,Q9ULB5_Q9Y5E8.pdb
Q86WK6,Q13634,-2.838106,Q86WK6_Q13634.pdb
P55286,Q9Y5H9,-2.139292,P55286_Q9Y5H9.pdb
Q14627,P13612,406.006497,Q14627_P13612.pdb
Q14773,P20701,109.135489,Q14773_P20701.pdb
Q6V0I7,Q9HCK4,16.050479,Q6V0I7_Q9HCK4.pdb
P16410,Q6UXL0,132.78214,P16410_Q6UXL0.pdb
Q02763,P35968,37.329096,Q02763_P35968.pdb
Q9P2E7,Q8TAB3,-4.79932,Q9P2E7_Q8TAB3.pdb
P16070,P09619,173.072647,P16070_P09619.pdb
O15197,P11362,49.032635,O15197_P11362.pdb
Q9NPY3,P55287,27.702511,Q9NPY3_P55287.pdb
P05362,P19438,-3.08566,P05362_P19438.pdb
O14917,Q9HC56,-3.846783,O14917_Q9HC56.pdb
Q9NPG4,O60245,-3.88073,Q9NPG4_O60245.pdb
Q9BQT9,Q9P2E7,4.945137,Q9BQT9_Q9P2E7.pdb
Q6ZTQ4,Q9UN71,-4.331111,Q6ZTQ4_Q9UN71.pdb
P04439,Q6GTX8,375.132056,P04439_Q6GTX8.pdb
Q5ZPR3,P07204,11.013785,Q5ZPR3_P07204.pdb
Q16620,O00206,-2.329115,Q16620_O00206.pdb
P03372,P23471,65.10608,P03372_P23471.pdb
Q9H251,P55283,-2.538365,Q9H251_P55283.pdb
Q8NFZ3,Q8N0W4,75.701947,Q8NFZ3_Q8N0W4.pdb
Q9H251,Q9NPG4,-3.889892,Q9H251_Q9NPG4.pdb
P20702,P18564,9.175751,P20702_P18564.pdb
P20916,P10586,619.713997,P20916_P10586.pdb
P04439,P17693,12.096393,P04439_P17693.pdb
P78324,O14763,4.918293,P78324_O14763.pdb
Q9Y5G8,Q9Y5G3,-4.924006,Q9Y5G8_Q9Y5G3.pdb
O94991,Q9H5Y7,45.111356,O94991_Q9H5Y7.pdb
Q9UJ99,Q9NPG4,-1.889761,Q9UJ99_Q9NPG4.pdb
P19022,Q9UN71,-0.804269,P19022_Q9UN71.pdb
Q12913,Q92729,3.820634,Q12913_Q92729.pdb
O43184,Q9UKQ2,285.909911,O43184_Q9UKQ2.pdb
O15146,Q9H156,-4.688731,O15146_Q9H156.pdb
P00533,P55899,3.799375,P00533_P55899.pdb
Q8N423,Q07699,120.03166,Q8N423_Q07699.pdb
Q9Y5F3,Q9Y5F7,-5.58279,Q9Y5F3_Q9Y5F7.pdb
Q9Y624,Q9Y624,130.54744,Q9Y624_Q9Y624.pdb
Q5ZPR3,Q9NZQ7,162.027713,Q5ZPR3_Q9NZQ7.pdb
P10912,P05106,175.386199,P10912_P05106.pdb
P01730,Q9Y219,-4.169324,P01730_Q9Y219.pdb
P00533,Q8NHJ6,2.842117,P00533_Q8NHJ6.pdb
P01730,Q6UXL0,32.231267,P01730_Q6UXL0.pdb
P09958,P05362,248.013029,P09958_P05362.pdb
P55291,Q9BZA8,-4.464729,P55291_Q9BZA8.pdb
P12830,Q9ULB5,9.248731,P12830_Q9ULB5.pdb
O43300,Q96PX8,42.721691,O43300_Q96PX8.pdb
Q9Y5I1,Q9UN75,-5.230948,Q9Y5I1_Q9UN75.pdb
P05106,P18564,-0.296334,P05106_P18564.pdb
Q9Y5H5,Q9Y5F8,-5.109126,Q9Y5H5_Q9Y5F8.pdb
P06340,Q9NZQ7,21.771517,P06340_Q9NZQ7.pdb
Q13873,Q9Y6N7,-2.783859,Q13873_Q9Y6N7.pdb
Q13349,P46531,18.966389,Q13349_P46531.pdb
Q6ZTQ4,Q9Y5F8,-5.033427,Q6ZTQ4_Q9Y5F8.pdb
Q13740,Q8TD84,34.589137,Q13740_Q8TD84.pdb
P05067,P16410,-5.356985,P05067_P16410.pdb
Q13683,P20702,98.783921,Q13683_P20702.pdb
P00533,P15382,84.209135,P00533_P15382.pdb
P79483,P43627,279.740877,P79483_P43627.pdb
P12830,Q9Y5I2,1.342706,P12830_Q9Y5I2.pdb
Q9Y5E4,Q9Y5E1,-5.679461,Q9Y5E4_Q9Y5E1.pdb
Q8TD84,Q16288,40.335953,Q8TD84_Q16288.pdb
Q02413,Q9Y5H9,4.449831,Q02413_Q9Y5H9.pdb
P55285,Q14574,4.00355,P55285_Q14574.pdb
Q9BZW8,Q8N423,99.318926,Q9BZW8_Q8N423.pdb
Q9BZA7,Q9Y5G3,-4.496624,Q9BZA7_Q9Y5G3.pdb
P22455,P09619,86.536358,P22455_P09619.pdb
Q9Y5E8,Q9Y5G7,-5.121247,Q9Y5E8_Q9Y5G7.pdb
Q9Y5E2,Q9Y5E9,-5.304494,Q9Y5E2_Q9Y5E9.pdb
Q13873,O00238,-5.018645,Q13873_O00238.pdb
P55291,Q9Y5G4,-3.972248,P55291_Q9Y5G4.pdb
O60469,O14931,267.553189,O60469_O14931.pdb
Q12864,Q9H4D0,6.905002,Q12864_Q9H4D0.pdb
Q9H7M9,P18084,-0.590224,Q9H7M9_P18084.pdb
Q9BYE9,Q9Y5I0,-4.807159,Q9BYE9_Q9Y5I0.pdb
P78310,P36897,-1.072973,P78310_P36897.pdb
P01732,P27930,170.563047,P01732_P27930.pdb
Q9NR61,P19320,72.293259,Q9NR61_P19320.pdb
P35613,P43146,27.419286,P35613_P43146.pdb
O14917,Q9UN73,-4.203719,O14917_Q9UN73.pdb
Q9HCL0,Q9Y5I0,-4.246641,Q9HCL0_Q9Y5I0.pdb
P06340,P43628,299.538408,P06340_P43628.pdb
P50895,P26006,158.165402,P50895_P26006.pdb
